,Unclassified,Hypocreales,Dothideales,Capnodiales,Poales,Pleosporales,Chaetothyriales,Tremellales,Saccharomycetales,Lecanorales,Proteales,Pezizales,Xylariales,Sordariales,Mycosphaerellales,Basidiobolales,Sporidiobolales,Filobasidiales,Botryosphaeriales,Agaricales,Lichinales,Togniniales,Myriangiales,Auriculariales,Diaporthales,Eurotiales,Atractiellales,Microascales,Lecideales,Erythrobasidiales,Conioscyphales,Helotiales,Pleurotheciales,Cystobasidiales,Cystofilobasidiales,Bezerromycetales,Orbiliales,Verrucariales,Thelebolales,Taphrinales,Russulales,Wallemiales,Corticiales,Acarosporales,Lichenostigmatales,Calosphaeriales,Neocelosporiales,Glomerellales,Coniochaetales,Caliciales,Venturiales,Mortierellales,Savoryellales,Trechisporales,Archaeorhizomycetales,Tubeufiales,Leucosporidiales,Agaricostilbales,Sareales,Boletales,Mycocaliciales,Cantharellales,Mytilinidales,Blastocladiales,Hymenochaetales,Peltigerales,Ostropales,Polyporales,Mucorales,Schizosaccharomycetales,Choanoflagellida,Candelariales,Trapeliales,Erysiphales,Atheliales,Phacidiales,Calcarisporiellales,Phaeomoniellales,Thelephorales,Teloschistales,Diversisporales,Glomerales,Trichosphaeriales,Symbiotaphrinales,Sebacinales,Physarida,Archaeosporales,Magnaporthales,Chaetosphaeriales,Myrmecridiales,Amphisphaeriales,Trichosporonales,Tritirachiales,Spiculogloeales,Neophaeothecales,Phallales,Patellariales,Abrothallales,Naohideales,Polypodiales,Ophiostomatales,Pertusariales,Delonicicolales,Umbilicariales,Septobasidiales,Sclerococcales,Geoglossales,Geastrales,Thyridiales,Onygenales,Caryophyllales,Phaeothecales,Gloeophyllales,Monoblastiales,Rhytismatales,Valsariales,Hysteriales,Tremellodendropsidales,Olpidiales,Rhizophlyctidales,Hypnales,Gigasporales
SL1900,66.4327955787937,0.04915761719622827,16.183283430903757,10.589742443878388,2.517465850352296,1.273629172811369,0.03128212003396345,0.08043973723019171,0.004468874290566207,0.46029405192831924,0.0,0.052136866723272404,0.0,0.0,0.03426136956100758,0.0,0.0,1.2766084223384129,0.0,0.2145059659471779,0.0,0.0,0.0,0.0,0.6420282730780117,0.0014896247635220689,0.0,0.0,0.0,0.11023223250063309,0.0,0.0029792495270441377,0.0,0.028302870506919306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007448123817610344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004468874290566207,0.0,0.0029792495270441377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1901,56.153924119058075,2.141964255549174,5.419101996689077,1.1013885604243387,0.9898983073752492,3.1926754282239265,0.43582553464644075,0.39528362444677184,0.05405588026622521,17.43302138585763,0.0,2.8446906990101017,0.0,0.5473157876955302,0.4966383999459441,0.0,0.0,1.020304740025001,0.0,5.500185817088415,1.9020912868677995,0.0,0.0,0.0,0.0,0.013513970066556302,0.0,0.0,0.0,0.0033784925166390756,0.0,0.0,0.0,0.20946653603162269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07094834284942059,0.0,0.0,0.0,0.0,0.0,0.0,0.05405588026622521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016892462583195378,0.0,0.0,0.0,0.0,0.0033784925166390756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1902,44.712867554661976,2.2744408142749433,0.0,0.059688363910530284,0.0,14.915807991957779,0.2858758482030661,0.380120633324956,0.08796179944709726,0.2858758482030661,0.0,4.52060819301332,0.056546871073133956,6.95212364915808,0.0,0.0,0.13508419200804223,0.882759487308369,0.6314400603166624,14.626790650917316,2.101658708218145,0.0,0.0,0.0,0.0031414928373963307,2.745664739884393,0.0,0.0,0.0,0.0,0.0,1.225182206584569,0.0,0.0,0.0,1.1340789143000753,0.0,0.24817793415431014,0.0,0.028273435536566978,0.0,0.0,0.5403367680321689,0.04712239256094496,0.2953003267152551,0.0,0.0,0.03769791404875597,0.35498869062578536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06911284242271927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24817793415431014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015707464186981653,0.0,0.0816788137723046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012565971349585323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031414928373963307,0.0
SL1903,36.15082899692154,2.7237354085603114,3.401934586595409,0.3203475380119701,0.6797618489522291,5.23494757239073,0.331286234431891,20.394418139484007,1.517353460534746,8.130576781835513,0.0,5.783445064303908,0.0,0.018752051005578734,3.0128295282296502,0.0,1.8048849092869532,0.2547153594924445,0.0,5.149000671948494,0.6078789867641773,0.0015626709171315612,0.0,0.0,0.0,1.3235822668104325,0.0,0.0,0.0,0.0031253418342631224,0.0,0.0,0.0,0.395355742034285,0.0,0.0,0.0,0.0,0.0,2.5799696841842077,0.0,0.0015626709171315612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17814448455299797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1904,28.667811283340992,0.36514884047106616,4.251203056610161,6.471114550334922,1.9829274780547965,2.6285880105433703,1.3251759243585712,1.354194375256934,0.004836408483060479,7.075665610717481,0.9503542669213841,3.8062534761685973,0.0,0.0,0.0,0.0,0.0,33.680748676033176,0.0,3.046937344328102,0.8826445481585374,0.0,0.0,0.0,0.0,1.8426716320460426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009672816966120958,0.0,0.5126592992044108,0.0,0.14992866297487487,0.0,0.15234686721640509,0.0,0.0,0.3458032065388243,0.0,0.0,0.0,0.0,0.0,0.004836408483060479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4884772567891084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1905,64.2138902458883,0.0,1.5571568148510015,24.006676437062367,5.133528741247354,0.6025077348965966,0.016283992835043153,0.470200293111871,0.268685881778212,1.18873147695815,0.0,0.1750529229767139,0.0,0.016283992835043153,0.23611789610812572,0.0,0.0,0.05495847581827064,0.0,0.6798567008630516,0.0,0.0,0.0,0.0,0.06920696954893339,0.03053248656570591,0.0,0.0,0.06513597134017261,0.0,0.0,0.0,0.0,0.01017749552190197,0.03663898387884709,0.0,0.0,0.3724963361016121,0.0,0.014248493730662759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008141996417521577,0.0,0.0,0.3684253378928513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09973945611463932,0.0,0.0,0.0,0.0,0.28700537371763557,0.0,0.0,0.006106497313141182,0.0,0.0,0.0,0.012212994626282364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1906,78.11591153793795,0.12004504783238246,4.539435417001844,1.6373154462086803,0.7363587985594594,3.971387200970261,0.0024751556254099475,1.6336027127705655,0.004950311250819895,0.0,0.5779488385332228,0.0,0.0,0.03341460094303429,1.4999443089984283,0.0,0.0,2.9998886179968567,0.0,1.5556353105701521,0.22400158409960028,0.0,0.0,0.0,0.08786802470205314,0.0,0.0,0.0,0.0,1.369998638664406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11509473658156257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7734861329406086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012375778127049738,0.0
SL1907,67.8310761495418,0.05879490714459493,3.0999107939339874,0.18854918498094234,2.9052793771794665,0.006082231773578785,23.209796447976643,0.28181007217581705,0.008109642364771713,0.0,0.0,0.0,0.0,0.0,2.3315221798718677,0.0,0.0,0.0,0.0,0.028383748276700996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04865785418863028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020274105911929283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1908,76.31791068837659,0.06851523456392068,0.5098339513138804,0.052394002901821696,19.35152345639207,0.5803643398355635,0.4574399484120587,0.030227309366435594,0.014106077704336611,1.301789456714493,0.0,0.0,0.48162179590520715,0.0,0.0,0.0,0.0,0.024181847493148476,0.02015153957762373,0.018136385619861358,0.0,0.0,0.0,0.0,0.0,0.5662582621312269,0.0,0.0,0.024181847493148476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002015153957762373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004030307915524746,0.04433338707077221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04433338707077221,0.0,0.0,0.0,0.0,0.08665162018378204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1909,31.63940965297168,0.0,0.4407658556043079,12.169924212205824,1.936577582768249,4.022736338252892,1.1009174311926606,3.717590745911448,0.10969285999202234,4.313921021140806,0.0,0.2672516952532908,0.045871559633027525,2.5867570801755084,1.0051854806541682,0.22536896689270045,0.0,3.195053849222178,0.7439170323095333,30.111687275628242,0.0,0.0,0.0,0.0,0.0,0.1675309134423614,0.0,0.0,0.2153968887116075,0.0,0.0,0.1834862385321101,0.0,0.0,0.0,0.0,0.0,0.7299561228560032,0.0,0.059832469086557635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24531312325488633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001994415636218588,0.0,0.0,0.003988831272437176,0.0,0.0,0.0,0.759872357399282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1910,39.05801721389863,0.0334714695569015,0.0,0.047816385081287854,1.9493146318138348,45.27414727446605,3.8635639145680587,0.0,0.30283710551482307,0.8798214854956965,0.0,6.491871214536181,0.05259802358941664,0.0,0.0,0.0,0.0,0.7857825948358305,0.02231431303793433,0.006375518010838381,0.0,0.0,0.0,0.0,0.0,0.0015938795027095952,0.1625757092763787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015938795027095952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0503665922856231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014344915524386357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015938795027095952
SL1911,15.713737528779738,0.0,0.0,0.002398311588641596,0.0,72.15560245587106,2.7676515732924023,0.007194934765924789,0.004796623177283192,0.5084420567920184,0.0,1.1775709900230238,0.0,0.09353415195702226,0.0,0.0,0.0,0.0,0.0,4.575978511128166,0.0,0.0,0.0,0.0,0.0,0.0,2.8899654643131236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03357636224098235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03357636224098235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035974673829623945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1912,68.33438589104858,0.01871213715996538,3.5786962318433795,2.3132879564007203,3.8055808949079597,18.169485182326387,0.6759759549037494,1.3028325497625897,0.06315346291488316,0.0,0.0,0.43271817182419947,0.09823872008981825,0.2830210745444764,0.011695085724978365,0.0,0.30407222884943746,0.02339017144995673,0.01871213715996538,0.011695085724978365,0.0,0.0,0.0,0.0,0.0,0.16607021729469276,0.0,0.0,0.38359881177929034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004678034289991345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1913,51.66452180980764,0.3166486047141696,0.614670820915741,0.022013004605797887,0.0,3.3392034678948797,3.6490788404226495,0.7230425358981306,0.27262259550257384,0.8974532646979139,0.0,32.10342725548632,0.0,0.17441072879978325,0.023706312652397723,0.0,0.5181522622595502,1.1328230831752912,0.6400704416147386,0.9228528853969115,0.0016933080465998374,0.0,0.01862638851259821,0.0,0.0,0.0,0.0,0.0,1.1937821728528855,0.0,0.0,0.0,0.0,0.0,0.0,0.10329179084259009,0.0,0.08974532646979139,0.0,0.03894608507179626,0.0,0.853427255486318,0.0,0.10667840693578975,0.12022487130858846,0.0,0.0,0.0,0.0406393931183961,0.022013004605797887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2743159035491737,0.0677323218639935,0.005079924139799513,0.0,0.0,0.0,0.025399620698997562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016933080465998374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022013004605797887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1914,26.34845129719238,1.2712211924874928,0.18043139506274092,0.18043139506274092,4.365892998715109,9.967467672708384,55.49358921785724,0.8638836490882746,0.06014379835424697,0.24330900243309003,0.0,0.27611471062631565,0.0,0.01093523606440854,0.008201427048306405,0.0,0.0,0.0,0.0,0.30892041881954124,0.0,0.0,0.019136663112714947,0.0,0.0,0.09568331556357473,0.0,0.0,0.06834522540255338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03827332622542989,0.0,0.0,0.002733809016102135,0.0,0.0,0.024604281144919218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08474807949916618,0.0,0.0,0.00546761803220427,0.0,0.0,0.008201427048306405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049208562289838435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024604281144919218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1915,83.33333333333333,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1916,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1917,63.83916167189299,0.011908069701901322,1.5242329218433692,0.6430357639026714,2.246655817092049,0.2500694637399278,0.1270194101536141,22.768229270035327,0.023816139403802644,0.0,0.0,0.0,0.00396935656730044,0.0,0.05557099194220617,0.0,0.0,0.00396935656730044,0.0,0.7144841821140793,0.0,0.0,0.0,0.0,6.954312705910372,0.12305005358631366,0.0,0.0,0.0,0.234192037470726,0.0,0.06350970507680705,0.0,0.13098876672091453,0.0,0.0,0.0,0.00793871313460088,0.0,0.0,0.24213075060532688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00793871313460088,0.00793871313460088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00793871313460088,0.0,0.0,0.0,0.0,0.00793871313460088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1918,22.06496217062353,1.7436298808592052,6.2396730150447866,0.0,0.0,37.84894338638142,5.393947299765197,2.9698234629098184,0.008696408383337682,0.0,0.004348204191668841,16.41229672145404,0.3652491521001826,0.0,0.010870510479172101,0.0,0.0,1.0935733542047135,0.05652665449169493,2.9089486042264543,0.5543960344377772,0.0,0.08044177754587356,0.0,0.0,0.9674754326463171,0.0,0.0,0.03913383772501957,0.45438733802939385,0.0,0.0,0.0,0.026089225150013044,0.0,0.6326637098878163,0.0,0.026089225150013044,0.0,0.0,0.0,0.0,0.05652665449169493,0.0,0.0,0.0,0.041307939820853984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1919,21.253553540002706,0.0,0.257208609719778,36.8187356166238,5.515094084201976,2.2309462569378637,0.28157574116691486,3.6496547989711656,0.010829836198727493,3.1568972519290646,1.028834438879112,0.0,0.0,0.12725057533504805,0.03790442669554623,0.0,0.0,5.68024908623257,0.0,17.64451062677677,0.0,0.0,0.0,0.2842832002165967,0.0,0.40070393935291726,0.0,0.0,0.0,1.5594964126167592,0.0,0.0,0.0,0.04602680384459185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008122377149045621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005414918099363747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027074590496818734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SL1920,77.1554091158704,1.400329489291598,0.0,3.6443512555538913,1.767260745843942,0.901103289900654,0.029953571963456643,2.8306125505466526,0.014976785981728321,0.2845589336528381,0.0,0.0,0.0049922619939094404,0.15226399081423794,1.809694972792172,0.14477559782337376,0.0124806549847736,1.7872297938195796,0.04742648894213968,0.2745744096650192,0.0,0.0,0.0,6.435025710149269,0.04243422694823024,0.3095202436223853,0.0,0.0,0.0,0.0,0.0,0.062403274923868005,0.009984523987818881,0.3943886975188458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034945833957366085,0.0,0.0,0.0,0.05241875093604913,0.0,0.0,0.0,0.02246517897259248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3195047676102042,0.0,0.0,0.017472916978683042,0.0,0.0,0.019969047975637762,0.007488392990864161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009984523987818881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
