OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV20679	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
ASV20680	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20681	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20682	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Helotium	NA
ASV20683	Viridiplantae	Anthophyta	Eudicotyledonae	Proteales	Platanaceae	Platanus	Platanus racemosa
ASV20684	Fungi	NA	NA	NA	NA	NA	NA
ASV20685	Fungi	NA	NA	NA	NA	NA	NA
ASV20687	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	NA	NA
ASV20688	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV20689	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20690	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20691	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	NA	NA
ASV20692	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	NA
ASV20693	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	NA
ASV20694	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia procaviicola
ASV20695	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium ritchiei
ASV20696	NA	NA	NA	NA	NA	NA	NA
ASV20697	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20698	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20699	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20700	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Drechslera	NA
ASV20701	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV20702	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	NA
ASV20703	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20704	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium ribium
ASV20705	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	NA
ASV20706	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
ASV20707	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV20708	NA	NA	NA	NA	NA	NA	NA
ASV20709	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV20712	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium glabrum
ASV20713	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	NA	NA
ASV20714	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV20716	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV20717	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20718	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Pseudolachnea	Pseudolachnea fraxini
ASV20719	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria ceuthocarpa
ASV20720	Fungi	NA	NA	NA	NA	NA	NA
ASV20721	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20722	NA	NA	NA	NA	NA	NA	NA
ASV20723	NA	NA	NA	NA	NA	NA	NA
ASV20725	Fungi	NA	NA	NA	NA	NA	NA
ASV20726	NA	NA	NA	NA	NA	NA	NA
ASV20727	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema rubi
ASV20728	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20729	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV20730	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20733	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
ASV20734	NA	NA	NA	NA	NA	NA	NA
ASV20736	NA	NA	NA	NA	NA	NA	NA
ASV20737	NA	NA	NA	NA	NA	NA	NA
ASV20738	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa
ASV20739	NA	NA	NA	NA	NA	NA	NA
ASV20742	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	NA
ASV20743	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV20744	NA	NA	NA	NA	NA	NA	NA
ASV20745	Fungi	Ascomycota	Dothideomycetes	Myriangiales	NA	NA	NA
ASV20746	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
ASV20747	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV20748	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola parvispora
ASV20749	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20750	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Placidium	Placidium lacinulatum
ASV20751	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Canariomyces	Canariomyces microsporus
ASV20752	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	NA	NA
ASV20753	Viridiplantae	Streptophycophyta	NA	NA	NA	NA	NA
ASV20754	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	NA
ASV20755	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV20756	Rhizaria	Haplosporidia	NA	NA	NA	NA	NA
ASV20757	Fungi	Ascomycota	Lichinomycetes	Lichinales	Lichinaceae	Peccania	Peccania terricola
ASV20758	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV20759	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila
ASV20760	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20762	Fungi	Basidiomycota	Agaricomycetes	NA	NA	Xenasmatella	NA
ASV20763	Fungi	NA	NA	NA	NA	NA	NA
ASV20765	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
ASV20766	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV20767	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV20768	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Clarireedia	Clarireedia bennettii
ASV20769	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Forliomyces	Forliomyces uniseptatus
ASV20770	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA
ASV20771	NA	NA	NA	NA	NA	NA	NA
ASV20772	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium floriforme
ASV20773	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20774	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	NA
ASV20775	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20776	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria badalingensis
ASV20777	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	Pyricularia caricis
ASV20778	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Cladorrhinum	NA
ASV20779	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20780	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Constantinomyces	Constantinomyces macerans
ASV20781	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20782	NA	NA	NA	NA	NA	NA	NA
ASV20783	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum candidum
ASV20784	NA	NA	NA	NA	NA	NA	NA
ASV20785	NA	NA	NA	NA	NA	NA	NA
ASV20786	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20787	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV20789	NA	NA	NA	NA	NA	NA	NA
ASV20790	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20792	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	NA
ASV20793	Fungi	Ascomycota	Dothideomycetes	Myriangiales	NA	NA	NA
ASV20794	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20795	NA	NA	NA	NA	NA	NA	NA
ASV20797	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20798	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	Sclerostagonospora cycadis
ASV20801	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Phaeoisaria	NA
ASV20802	Fungi	NA	NA	NA	NA	NA	NA
ASV20803	Fungi	Ascomycota	Dothideomycetes	Valsariales	Valsariaceae	Valsaria	Valsaria insitiva
ASV20804	Viridiplantae	Monilophyta	Polypodiopsida	Polypodiales	Pteridaceae	Pteris	NA
ASV20805	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	NA
ASV20806	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lasiobelonium	NA
ASV20807	Fungi	NA	NA	NA	NA	NA	NA
ASV20808	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
ASV20809	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20810	Fungi	NA	NA	NA	NA	NA	NA
ASV20811	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	NA	NA
ASV20812	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	Cantharellus	NA
ASV20813	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20814	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Stomiopeltis	NA
ASV20815	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	Endoconidioma euphorbiae
ASV20816	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Asterostroma	NA
ASV20817	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Rinodina	NA
ASV20818	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella oryzae
ASV20819	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Alfaria	Alfaria junci
ASV20820	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20821	NA	NA	NA	NA	NA	NA	NA
ASV20822	Fungi	NA	NA	NA	NA	NA	NA
ASV20823	Fungi	Basidiomycota	Tremellomycetes	Tremellales	NA	NA	NA
ASV20824	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Meruliporia	Meruliporia incrassata
ASV20825	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia subvitalbae
ASV20826	Fungi	NA	NA	NA	NA	NA	NA
ASV20827	Fungi	NA	NA	NA	NA	NA	NA
ASV20828	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	Podosphaera pannosa
ASV20829	Fungi	NA	NA	NA	NA	NA	NA
ASV20830	Fungi	NA	NA	NA	NA	NA	NA
ASV20831	NA	NA	NA	NA	NA	NA	NA
ASV20832	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20833	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20834	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20835	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV20836	NA	NA	NA	NA	NA	NA	NA
ASV20837	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella bipellis
ASV20838	NA	NA	NA	NA	NA	NA	NA
ASV20839	NA	NA	NA	NA	NA	NA	NA
ASV20840	NA	NA	NA	NA	NA	NA	NA
ASV20841	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV20842	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV20843	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20844	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV20845	Fungi	Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Lecidea	NA
ASV20846	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20847	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
ASV20848	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20849	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20850	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV20851	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella bipellis
ASV20852	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	NA	NA
ASV20853	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA
ASV20855	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
ASV20856	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20858	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20859	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV20860	Fungi	NA	NA	NA	NA	NA	NA
ASV20861	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	Neophaeococcomyces	NA
ASV20862	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala crusticola
ASV20863	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV20864	Fungi	NA	NA	NA	NA	NA	NA
ASV20865	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV20866	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV20867	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Saitoella	Saitoella coloradoensis
ASV20868	Fungi	NA	NA	NA	NA	NA	NA
ASV20869	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20870	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	NA
ASV20871	Fungi	Basidiomycota	Microbotryomycetes	NA	Chrysozymaceae	Trigonosporomyces	NA
ASV20872	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	NA
ASV20873	Fungi	Basidiomycota	Cystobasidiomycetes	NA	Symmetrosporaceae	Symmetrospora	NA
ASV20874	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	Endoconidioma euphorbiae
ASV20875	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Chionosphaera	Chionosphaera cuniculicola
ASV20876	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20877	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza badia
ASV20878	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	NA
ASV20879	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	NA
ASV20880	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria variabile
ASV20881	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV20882	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Golovinomyces	NA
ASV20883	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma italica
ASV20884	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Melanelixia	Melanelixia ahtii
ASV20885	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV20886	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA
ASV20887	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Comoclathris	NA
ASV20888	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV20889	Fungi	NA	NA	NA	NA	NA	NA
ASV20890	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV20891	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	NA	NA
ASV20892	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV20893	NA	NA	NA	NA	NA	NA	NA
ASV20894	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA	NA
ASV20895	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
ASV20896	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20897	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV20898	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20899	Fungi	Basidiomycota	Microbotryomycetes	NA	NA	Curvibasidium	Curvibasidium rogersii
ASV20900	Fungi	Basidiomycota	Agaricomycetes	Atheliales	NA	NA	NA
ASV20901	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Trematosphaeriaceae	Trematosphaeria	NA
ASV20902	NA	NA	NA	NA	NA	NA	NA
ASV20903	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	NA	NA
ASV20904	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV20905	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20906	NA	NA	NA	NA	NA	NA	NA
ASV20907	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
ASV20908	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora crassitunicata
ASV20909	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
ASV20910	Fungi	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	NA	NA	NA
ASV20911	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20912	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Sesquicillium	Sesquicillium microsporum
ASV20913	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	NA
ASV20914	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20915	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV20916	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Tulostoma	NA
ASV20917	NA	NA	NA	NA	NA	NA	NA
ASV20918	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Neocamarosporiaceae	Neocamarosporium	Neocamarosporium salsolae
ASV20919	Fungi	Ascomycota	Arthoniomycetes	Lichenostigmatales	Phaeococcomycetaceae	Phaeococcomyces	NA
ASV20920	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma halophilum
ASV20921	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV20922	NA	NA	NA	NA	NA	NA	NA
ASV20923	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Amandinea	NA
ASV20924	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora pluriseptata
ASV20925	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	NA	NA
ASV20926	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA
ASV20927	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria variabile
ASV20928	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	NA
ASV20929	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA
ASV20930	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV20931	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20932	Fungi	Ascomycota	Leotiomycetes	Helotiales	Calloriaceae	Populomyces	Populomyces zwinianus
ASV20933	Fungi	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	NA
ASV20934	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20935	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20936	Fungi	NA	NA	NA	NA	NA	NA
ASV20937	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella bipellis
ASV20938	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV20939	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronema	NA
ASV20940	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV20941	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Elasticomyces	NA
ASV20942	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
ASV20943	Fungi	NA	NA	NA	NA	NA	NA
ASV20944	Fungi	NA	NA	NA	NA	NA	NA
ASV20945	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Punctulariaceae	Punctularia	Punctularia atropurpurascens
ASV20946	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria eureka
ASV20947	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Typhulaceae	NA	NA
ASV20948	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20949	NA	NA	NA	NA	NA	NA	NA
ASV20950	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	NA
ASV20951	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus ranarum
ASV20952	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV20953	NA	NA	NA	NA	NA	NA	NA
ASV20954	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20955	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV20956	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
ASV20957	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	NA
ASV20958	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
ASV20959	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20960	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA
ASV20961	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV20962	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora lycii
ASV20963	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Laetisaria	NA
ASV20964	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus colostri
ASV20965	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
ASV20966	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	NA
ASV20967	Fungi	NA	NA	NA	NA	NA	NA
ASV20968	NA	NA	NA	NA	NA	NA	NA
ASV20969	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV20971	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20972	Fungi	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus hadriani
ASV20973	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea compacta
ASV20974	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20975	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Fellomyces	NA
ASV20976	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	NA
ASV20977	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20978	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	NA
ASV20979	NA	NA	NA	NA	NA	NA	NA
ASV20980	NA	NA	NA	NA	NA	NA	NA
ASV20981	NA	NA	NA	NA	NA	NA	NA
ASV20982	NA	NA	NA	NA	NA	NA	NA
ASV20983	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV20984	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20985	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Acidomyces	Acidomyces acidophilus
ASV20986	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA
ASV20987	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV20988	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita exitialis
ASV20990	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
