OTU	ASVs
OTU710	ASV1750, ASV2003, ASV2564, ASV2707, ASV2798, ASV2848, ASV2908, ASV3117, ASV3139, ASV3222, ASV3370, ASV3504, ASV3617, ASV3714, ASV3942, ASV4035, ASV4033, ASV4065, ASV4052, ASV4437, ASV4534, ASV4823, ASV5007, ASV5014, ASV5050, ASV5056, ASV5623, ASV5839, ASV6232, ASV6634, ASV6736, ASV6837, ASV6962, ASV7076, ASV7111, ASV7234, ASV7546, ASV7628, ASV7951, ASV8097, ASV8133, ASV8230, ASV8257, ASV8481, ASV8761, ASV8808, ASV8840, ASV9063, ASV9138, ASV9209, ASV9286, ASV9298, ASV9303, ASV9628, ASV9657, ASV9815, ASV9859, ASV10069, ASV10062, ASV10117, ASV10272, ASV10391, ASV10460, ASV10569, ASV10745, ASV11110, ASV11347, ASV11464, ASV11807, ASV12036, ASV13194, ASV13248, ASV13365, ASV14248, ASV14343, ASV14623, ASV14783, ASV15553, ASV15682, ASV15754, ASV15869, ASV15879, ASV16622, ASV16738, ASV17045, ASV17264, ASV17275, ASV17320, ASV17603, ASV17726, ASV18110, ASV18131, ASV18328, ASV18575, ASV18931, ASV19186, ASV19486, ASV19888, ASV20086, ASV20137, ASV20123, ASV20521, ASV20581, ASV21439, ASV21448
OTU711	ASV1765, ASV2863, ASV6724, ASV12370, ASV12981, ASV16325, ASV16398, ASV16945
OTU712	ASV1730
OTU713	ASV1749, ASV2879
OTU714	ASV1746, ASV6439
OTU715	ASV1786, ASV15294, ASV15491, ASV16447, ASV19503
OTU716	ASV1790
OTU717	ASV1754, ASV20239
OTU718	ASV1808
OTU719	ASV1810, ASV11536, ASV11846, ASV13915, ASV14288, ASV14813, ASV20430
OTU720	ASV1794, ASV12612
OTU721	ASV1827, ASV13421, ASV18951
OTU722	ASV1775, ASV17764, ASV20582
OTU723	ASV1193, ASV1809
OTU724	ASV1842
OTU725	ASV1856
OTU726	ASV1876, ASV9163, ASV16666, ASV16992, ASV20283
OTU727	ASV1844, ASV13027
OTU728	ASV1893
OTU729	ASV1882, ASV15019, ASV18299, ASV18841, ASV20805, ASV21049
OTU730	ASV1923, ASV11205, ASV20684, ASV21407
OTU731	ASV1895, ASV16271, ASV21413
OTU732	ASV1921
OTU733	ASV1937, ASV12905
OTU734	ASV1938, ASV7957, ASV19671, ASV20531
OTU735	ASV1967, ASV2343, ASV6478, ASV6678
OTU736	ASV1565, ASV1601, ASV1793, ASV1991, ASV2034, ASV2082, ASV2088, ASV2240, ASV2264, ASV2355, ASV2429, ASV2609, ASV2632, ASV2648, ASV2638, ASV2808, ASV2823, ASV2855, ASV2915, ASV2907, ASV3126, ASV3174, ASV3185, ASV3299, ASV3303, ASV3319, ASV3430, ASV3442, ASV3567, ASV3672, ASV3756, ASV3918, ASV4013, ASV4074, ASV4110, ASV4397, ASV4493, ASV4783, ASV4925, ASV4931, ASV5029, ASV5062, ASV5230, ASV5370, ASV5429, ASV5432, ASV5615, ASV5686, ASV5847, ASV5876, ASV5937, ASV5950, ASV6182, ASV6334, ASV6419, ASV6499, ASV6543, ASV6585, ASV6639, ASV6655, ASV6672, ASV6802, ASV6892, ASV7091, ASV7109, ASV7411, ASV7520, ASV7536, ASV7742, ASV7780, ASV8110, ASV8293, ASV8355, ASV8435, ASV8691, ASV8672, ASV8777, ASV8923, ASV9027, ASV9292, ASV9354, ASV9716, ASV9762, ASV9953, ASV10172, ASV10185, ASV10210, ASV10215, ASV10240, ASV10408, ASV10448, ASV10469, ASV10647, ASV10644, ASV10848, ASV11164, ASV11227, ASV11396, ASV11892, ASV12031, ASV12242, ASV12513, ASV12695, ASV13023, ASV13476, ASV13723, ASV13854, ASV14306, ASV14322, ASV14792, ASV14929, ASV14975, ASV14976, ASV15134, ASV15290, ASV15326, ASV15361, ASV15386, ASV15455, ASV15732, ASV16317, ASV16494, ASV16736, ASV16765, ASV17053, ASV17598, ASV17615, ASV17624, ASV17740, ASV17761, ASV17788, ASV18014, ASV18037, ASV18170, ASV18593, ASV18641, ASV18741, ASV18791, ASV18869, ASV18998, ASV19360, ASV19755, ASV19790, ASV19793, ASV19810, ASV20540
OTU737	ASV1975, ASV2112
OTU738	ASV1984
OTU739	ASV2000
OTU740	ASV1980, ASV6481, ASV18656, ASV19714
OTU741	ASV1996, ASV17461, ASV18787, ASV20990
OTU742	ASV2006, ASV16410
OTU743	ASV2012
OTU744	ASV2019, ASV13866, ASV19760, ASV19884
OTU745	ASV2028
OTU746	ASV2035, ASV20479
OTU747	ASV1990, ASV14917
OTU748	ASV2062, ASV13204, ASV19675
OTU749	ASV2039
OTU750	ASV2056
OTU751	ASV2075
OTU752	ASV2050
OTU753	ASV2087, ASV20076
OTU754	ASV2100, ASV16747, ASV21304
OTU755	ASV2122, ASV9092
OTU756	ASV2136
OTU757	ASV2121
OTU758	ASV2124, ASV19517
OTU759	ASV2151
OTU760	ASV2149
OTU761	ASV2127
OTU762	ASV2168
OTU763	ASV2192, ASV9853, ASV14936, ASV18283
OTU764	ASV2183
OTU765	ASV2170
OTU766	ASV1134, ASV2162, ASV2201, ASV2550, ASV2834, ASV3051, ASV3296, ASV3695, ASV3755, ASV3830, ASV3843, ASV3872, ASV3887, ASV3950, ASV4068, ASV4423, ASV4656, ASV4950, ASV5035, ASV5345, ASV5387, ASV5474, ASV5602, ASV5667, ASV5703, ASV5772, ASV5853, ASV5865, ASV5977, ASV6003, ASV6025, ASV6129, ASV6194, ASV6244, ASV6254, ASV6307, ASV6517, ASV6626, ASV6694, ASV6831, ASV7273, ASV7325, ASV7598, ASV7620, ASV8039, ASV8023, ASV8060, ASV8200, ASV8216, ASV8588, ASV8654, ASV8775, ASV9156, ASV9190, ASV9239, ASV9309, ASV9609, ASV9727, ASV10034, ASV10106, ASV10320, ASV10629, ASV10641, ASV10698, ASV10761, ASV10924, ASV11184, ASV11242, ASV11827, ASV12398, ASV12576, ASV12667, ASV12760, ASV13284, ASV13322, ASV13355, ASV13361, ASV13623, ASV13777, ASV14030, ASV14305, ASV14466, ASV14777, ASV14808, ASV14956, ASV14968, ASV15160, ASV15163, ASV15198, ASV15745, ASV15960, ASV15951, ASV15966, ASV16015, ASV16244, ASV16302, ASV16360, ASV16393, ASV16482, ASV16507, ASV16535, ASV16516, ASV16641, ASV16709, ASV16730, ASV16783, ASV16935, ASV17368, ASV17400, ASV17582, ASV17585, ASV17596, ASV17677, ASV17775, ASV17785, ASV17982, ASV18102, ASV18092, ASV18302, ASV18343, ASV18450, ASV18445, ASV18500, ASV18583, ASV18834, ASV18915, ASV19001, ASV19124, ASV19111, ASV19117, ASV19204, ASV19230, ASV19563, ASV19690, ASV20084, ASV20377, ASV20789, ASV20771, ASV21231
OTU767	ASV2189
OTU768	ASV2179, ASV2878
OTU769	ASV2132
OTU770	ASV2211, ASV19836, ASV21154
OTU771	ASV2235, ASV20104, ASV20978
OTU772	ASV2210
OTU773	ASV2262, ASV12337
OTU774	ASV2254
OTU775	ASV2269
OTU776	ASV2256, ASV12349
OTU777	ASV2224, ASV2506, ASV3902, ASV14395, ASV16415, ASV21002
OTU778	ASV2302, ASV16268, ASV16556, ASV16889, ASV20370
OTU779	ASV2301
OTU780	ASV2323, ASV12361
OTU781	ASV2306, ASV17938, ASV19317
OTU782	ASV2304
OTU783	ASV360, ASV2341, ASV6859
OTU784	ASV2318, ASV4658, ASV14721
OTU785	ASV2340, ASV17243, ASV20371, ASV20625
OTU786	ASV2331
OTU787	ASV2360, ASV2531, ASV16981, ASV19335, ASV20334
OTU788	ASV2378
OTU789	ASV2398
OTU790	ASV2399
OTU791	ASV2383, ASV16319
OTU792	ASV2373, ASV8715
OTU793	ASV2404, ASV11103
OTU794	ASV2427, ASV2534, ASV21134
OTU795	ASV2426
OTU796	ASV2440, ASV17484
OTU797	ASV2414, ASV17179, ASV20325
OTU798	ASV2432, ASV5081
OTU799	ASV2425, ASV3818, ASV8817
OTU800	ASV2445, ASV20191
OTU801	ASV2485, ASV6450, ASV9006, ASV13168, ASV13933, ASV16777
OTU802	ASV2457, ASV4780, ASV5412, ASV8349, ASV11941, ASV17418, ASV18598
OTU803	ASV2483, ASV7151, ASV7644, ASV9961, ASV10259, ASV14643, ASV17146
OTU804	ASV2501, ASV4708
OTU805	ASV2491, ASV17708
OTU806	ASV2520, ASV8123, ASV19838
OTU807	ASV2456, ASV14555, ASV21377
OTU808	ASV2532
OTU809	ASV2537, ASV17263, ASV18412
OTU810	ASV2548
OTU811	ASV2556, ASV3519, ASV6983, ASV7002, ASV7989, ASV12987, ASV16120, ASV16475, ASV17412, ASV18576, ASV19145, ASV19628, ASV19948, ASV20707
OTU812	ASV2517
OTU813	ASV2569
OTU814	ASV2582
OTU815	ASV2561, ASV5472, ASV12367
OTU816	ASV2546
OTU817	ASV2595
OTU818	ASV2590, ASV9443
OTU819	ASV2607, ASV19287, ASV20599
OTU820	ASV2627
OTU821	ASV1076, ASV2580, ASV5418, ASV12628
OTU822	ASV2628, ASV18214, ASV19214, ASV19263
OTU823	ASV2601
OTU824	ASV2666, ASV21126
OTU825	ASV2659
OTU826	ASV2725
OTU827	ASV2715, ASV9284, ASV15670, ASV17665, ASV20930
OTU828	ASV1869, ASV2067, ASV2169, ASV2463, ASV2493, ASV2499, ASV2716, ASV2833, ASV2851, ASV2924, ASV2936, ASV2998, ASV3101, ASV3135, ASV3233, ASV3278, ASV3283, ASV3276, ASV3317, ASV3365, ASV3375, ASV3611, ASV3645, ASV3668, ASV3675, ASV3800, ASV3852, ASV3862, ASV3966, ASV3955, ASV4118, ASV4373, ASV4412, ASV4459, ASV4573, ASV4685, ASV4710, ASV4794, ASV4923, ASV4970, ASV5009, ASV5092, ASV5100, ASV5228, ASV5310, ASV5365, ASV5369, ASV5397, ASV5443, ASV5619, ASV5652, ASV5767, ASV5851, ASV5923, ASV6040, ASV6300, ASV6349, ASV6980, ASV7097, ASV7558, ASV7571, ASV7575, ASV7953, ASV8108, ASV8171, ASV8253, ASV8346, ASV8395, ASV8459, ASV8795, ASV8813, ASV8951, ASV9080, ASV9199, ASV9288, ASV9290, ASV9413, ASV9420, ASV9404, ASV9579, ASV9634, ASV10018, ASV10105, ASV10136, ASV10323, ASV10412, ASV10438, ASV10486, ASV10692, ASV10856, ASV11039, ASV11051, ASV11041, ASV11328, ASV11573, ASV11845, ASV11965, ASV12148, ASV12272, ASV12482, ASV12864, ASV12972, ASV13000, ASV13010, ASV13195, ASV13571, ASV13692, ASV14001, ASV14315, ASV14350, ASV14600, ASV14774, ASV14925, ASV14940, ASV15447, ASV15840, ASV15848, ASV15955, ASV15973, ASV16369, ASV16358, ASV16589, ASV16614, ASV16734, ASV16857, ASV16965, ASV16968, ASV16993, ASV17080, ASV17783, ASV17793, ASV17829, ASV17976, ASV18155, ASV18278, ASV18442, ASV19327, ASV19421, ASV19764, ASV20135
OTU829	ASV2738, ASV12526, ASV18125
OTU830	ASV2741, ASV19496, ASV19875, ASV20517, ASV21135
OTU831	ASV2742, ASV4966, ASV10252, ASV18709
OTU832	ASV2712, ASV20011
OTU833	ASV2779
OTU834	ASV2770, ASV16414
OTU835	ASV2816, ASV16904
OTU836	ASV2791
OTU837	ASV2822, ASV4189
OTU838	ASV2821, ASV21305
OTU839	ASV2853, ASV20597
OTU840	ASV2857
OTU841	ASV2899
OTU842	ASV2880, ASV2900, ASV16575
OTU843	ASV2912
OTU844	ASV2889
OTU845	ASV2892, ASV21416
OTU846	ASV2902, ASV12790
OTU847	ASV2973
OTU848	ASV2958, ASV17923
OTU849	ASV2897
OTU850	ASV2987
OTU851	ASV2979
OTU852	ASV2988, ASV11893, ASV14818, ASV17324
OTU853	ASV2990, ASV4717, ASV8633, ASV16401, ASV16603
OTU854	ASV2989
OTU855	ASV3005, ASV21046
OTU856	ASV3015
OTU857	ASV3012, ASV19858
OTU858	ASV3017, ASV6969, ASV20025
OTU859	ASV3001
OTU860	ASV3055, ASV15650
OTU861	ASV3065, ASV6451, ASV18691
OTU862	ASV3078
OTU863	ASV1097, ASV1300, ASV1403, ASV1539, ASV1608, ASV1675, ASV2011, ASV2157, ASV2350, ASV2415, ASV2608, ASV2805, ASV2873, ASV2921, ASV2968, ASV3095, ASV3109, ASV3111, ASV3137, ASV3122, ASV3320, ASV3340, ASV3369, ASV3372, ASV3418, ASV3427, ASV3462, ASV3443, ASV3647, ASV3784, ASV3840, ASV4089, ASV4138, ASV4305, ASV4486, ASV4525, ASV4729, ASV4808, ASV4824, ASV4843, ASV4870, ASV4894, ASV4959, ASV5137, ASV5184, ASV5276, ASV5566, ASV5564, ASV5636, ASV5653, ASV5807, ASV6009, ASV6088, ASV6348, ASV6418, ASV6471, ASV6547, ASV6568, ASV6582, ASV6591, ASV6623, ASV6618, ASV6844, ASV6915, ASV6964, ASV7046, ASV7062, ASV7134, ASV7140, ASV7201, ASV7337, ASV7393, ASV7404, ASV7478, ASV7527, ASV7596, ASV7665, ASV7764, ASV7809, ASV7843, ASV7859, ASV8061, ASV8142, ASV8173, ASV8166, ASV8217, ASV8389, ASV8399, ASV8394, ASV8417, ASV8437, ASV8451, ASV8516, ASV8644, ASV8714, ASV8788, ASV8855, ASV8882, ASV8892, ASV9037, ASV9229, ASV9330, ASV9367, ASV9448, ASV9466, ASV9486, ASV9493, ASV9541, ASV9560, ASV9589, ASV9632, ASV9691, ASV9724, ASV9747, ASV9777, ASV9838, ASV9910, ASV10009, ASV10038, ASV10093, ASV10200, ASV10276, ASV10274, ASV10335, ASV10498, ASV10654, ASV10817, ASV11406, ASV11487, ASV11489, ASV11634, ASV11672, ASV11749, ASV11774, ASV11792, ASV11930, ASV12130, ASV12114, ASV12191, ASV12253, ASV12262, ASV12294, ASV12437, ASV12619, ASV12819, ASV12872, ASV12861, ASV13119, ASV13147, ASV13185, ASV13200, ASV13289, ASV13412, ASV13422, ASV13449, ASV13651, ASV13859, ASV13983, ASV14217, ASV14671, ASV14710, ASV14903, ASV15057, ASV15157, ASV15174, ASV15220, ASV15227, ASV15264, ASV15243, ASV15323, ASV15751, ASV16008, ASV16205, ASV16541, ASV16625, ASV16717, ASV16761, ASV16821, ASV16947, ASV17030, ASV17248, ASV17569, ASV17696, ASV17797, ASV17822, ASV17981, ASV18095, ASV18152, ASV18184, ASV18505, ASV18581, ASV18770, ASV18794, ASV18914, ASV18990, ASV19021, ASV19324, ASV19412, ASV19953, ASV20018, ASV20040, ASV20236
OTU864	ASV3084, ASV4538, ASV4610
OTU865	ASV3064
OTU866	ASV3035, ASV10178
OTU867	ASV3087, ASV12786
OTU868	ASV3138, ASV6856
OTU869	ASV3162, ASV7100, ASV8187, ASV13181, ASV17806, ASV19311, ASV19482
OTU870	ASV3123, ASV8970, ASV15695, ASV17173
OTU871	ASV3116, ASV8908, ASV13869, ASV20909
OTU872	ASV3156, ASV20310
OTU873	ASV3187, ASV13465
OTU874	ASV3181
OTU875	ASV3167, ASV7744, ASV16688, ASV19219
OTU876	ASV1711, ASV1768, ASV1825, ASV1880, ASV1932, ASV1988, ASV2327, ASV2344, ASV2407, ASV2482, ASV2599, ASV2771, ASV2806, ASV2840, ASV2939, ASV2974, ASV2951, ASV2996, ASV3044, ASV3096, ASV3189, ASV3242, ASV3318, ASV3335, ASV3478, ASV3477, ASV3566, ASV3606, ASV3621, ASV3701, ASV3726, ASV3763, ASV3900, ASV3933, ASV4022, ASV4091, ASV4119, ASV4195, ASV4390, ASV4495, ASV4732, ASV4848, ASV4914, ASV4978, ASV5016, ASV5075, ASV5290, ASV5329, ASV5360, ASV5394, ASV5521, ASV5707, ASV5750, ASV5806, ASV5872, ASV5921, ASV5933, ASV5992, ASV6005, ASV6035, ASV6067, ASV6181, ASV6255, ASV6371, ASV6393, ASV6535, ASV6589, ASV6576, ASV6606, ASV7098, ASV7166, ASV7174, ASV7196, ASV7396, ASV7446, ASV7493, ASV7490, ASV7666, ASV7693, ASV7855, ASV7954, ASV7980, ASV8208, ASV8218, ASV8438, ASV8537, ASV8640, ASV8679, ASV8680, ASV8798, ASV8885, ASV8999, ASV9035, ASV9079, ASV9098, ASV9178, ASV9285, ASV9399, ASV9474, ASV9490, ASV9583, ASV9779, ASV9901, ASV9920, ASV10074, ASV10128, ASV10524, ASV10845, ASV11040, ASV11176, ASV11428, ASV11437, ASV11454, ASV11616, ASV11659, ASV11704, ASV11811, ASV12177, ASV12364, ASV12420, ASV12942, ASV13183, ASV13189, ASV13360, ASV13381, ASV13770, ASV13898, ASV14115, ASV14365, ASV14685, ASV14673, ASV14995, ASV15122, ASV15194, ASV15369, ASV15457, ASV15753, ASV15796, ASV15999, ASV16037, ASV16172, ASV16257, ASV16263, ASV16354, ASV16705, ASV16758, ASV16782, ASV16925, ASV16942, ASV16966, ASV17011, ASV17016, ASV17094, ASV17262, ASV17394, ASV17436, ASV17499, ASV17512, ASV17606, ASV17686, ASV18115, ASV18427, ASV18462, ASV18570, ASV18712, ASV18804, ASV19082, ASV19093, ASV19475, ASV20166, ASV20529, ASV20624, ASV21303
OTU877	ASV3212, ASV9351, ASV12382, ASV14918, ASV18664
OTU878	ASV3188, ASV4083, ASV4906, ASV13386, ASV17956, ASV18953
OTU879	ASV3253
OTU880	ASV3240, ASV4476
OTU881	ASV3237
OTU882	ASV3220
OTU883	ASV3293, ASV17609
OTU884	ASV3295
OTU885	ASV3297, ASV20530
OTU886	ASV3290
OTU887	ASV3301
OTU888	ASV3312
OTU889	ASV2031, ASV2689, ASV2854, ASV3013, ASV3364, ASV3481, ASV3503, ASV3561, ASV3628, ASV3801, ASV4088, ASV4114, ASV4265, ASV4616, ASV4671, ASV4653, ASV4681, ASV4678, ASV5070, ASV5088, ASV5183, ASV5202, ASV5250, ASV5343, ASV5540, ASV5580, ASV5637, ASV5775, ASV5788, ASV5908, ASV5932, ASV6047, ASV6705, ASV6772, ASV6629, ASV6944, ASV6994, ASV7069, ASV7346, ASV7367, ASV7391, ASV7384, ASV7563, ASV7695, ASV7700, ASV7753, ASV7779, ASV7841, ASV7921, ASV8184, ASV8231, ASV8292, ASV8330, ASV8458, ASV8772, ASV8797, ASV8896, ASV8974, ASV9036, ASV9099, ASV9410, ASV10072, ASV10147, ASV10331, ASV10596, ASV10816, ASV10979, ASV11185, ASV11544, ASV11647, ASV11847, ASV12095, ASV12256, ASV12396, ASV12884, ASV13050, ASV13462, ASV13531, ASV13849, ASV14057, ASV14287, ASV14379, ASV14563, ASV14674, ASV14984, ASV15045, ASV15203, ASV15637, ASV15717, ASV16114, ASV16233, ASV16259, ASV16392, ASV16483, ASV16522, ASV16548, ASV16557, ASV16773, ASV16877, ASV16939, ASV16996, ASV17115, ASV17155, ASV17233, ASV17225, ASV17286, ASV17294, ASV17386, ASV17570, ASV17561, ASV17697, ASV17940, ASV18069, ASV18157, ASV18243, ASV18504, ASV18963, ASV18987, ASV19022, ASV19233, ASV19470, ASV19643, ASV19676, ASV20241, ASV20402, ASV20520
OTU890	ASV3352
OTU891	ASV3325
OTU892	ASV3306
OTU893	ASV3379, ASV4482, ASV17919, ASV18748
OTU894	ASV3330, ASV19393
OTU895	ASV3385, ASV21014
OTU896	ASV3400, ASV9956
OTU897	ASV3409
OTU898	ASV3412, ASV5838, ASV17560
OTU899	ASV3373, ASV20323, ASV20776
OTU900	ASV3435
OTU901	ASV3417, ASV3903
OTU902	ASV3419, ASV4203, ASV9397, ASV9791, ASV16503, ASV18877, ASV19365
OTU903	ASV3426, ASV12220, ASV13180, ASV16804, ASV17396
OTU904	ASV3423
OTU905	ASV3445, ASV11619, ASV20316
OTU906	ASV3473
OTU907	ASV3491
OTU908	ASV3476, ASV15475, ASV18490
OTU909	ASV3486
OTU910	ASV3459
OTU911	ASV3521, ASV16402, ASV16929, ASV17278
OTU912	ASV3525
OTU913	ASV3482
OTU914	ASV3542
OTU915	ASV3501, ASV17647
OTU916	ASV3543, ASV5647, ASV9301, ASV19565
OTU917	ASV3568, ASV6833
OTU918	ASV3544
OTU919	ASV3036, ASV3592, ASV3623, ASV3940, ASV4090, ASV4135, ASV4225, ASV4332, ASV4330, ASV4333, ASV4386, ASV4491, ASV4570, ASV4571, ASV4765, ASV4912, ASV4903, ASV5012, ASV5040, ASV5024, ASV5049, ASV5131, ASV5213, ASV5217, ASV5313, ASV5402, ASV5421, ASV5433, ASV5444, ASV5679, ASV6036, ASV6078, ASV6109, ASV6220, ASV6224, ASV6236, ASV6308, ASV6279, ASV6281, ASV6299, ASV6476, ASV6652, ASV6956, ASV6950, ASV6979, ASV7160, ASV7289, ASV7261, ASV7437, ASV7572, ASV7609, ASV8050, ASV8058, ASV8120, ASV8305, ASV8375, ASV8393, ASV8572, ASV8756, ASV9084, ASV9086, ASV9253, ASV9259, ASV9598, ASV9613, ASV9666, ASV10124, ASV10216, ASV10437, ASV10429, ASV10747, ASV10913, ASV10977, ASV11145, ASV11409, ASV11460, ASV11523, ASV11692, ASV12054, ASV12230, ASV12372, ASV12404, ASV12497, ASV12797, ASV12918, ASV12964, ASV12973, ASV12996, ASV13217, ASV13390, ASV13480, ASV13555, ASV13634, ASV13710, ASV13832, ASV14250, ASV14576, ASV14856, ASV14981, ASV15394, ASV15811, ASV16230, ASV16487, ASV16628, ASV16755, ASV16888, ASV16912, ASV17058, ASV17238, ASV17261, ASV17273, ASV17283, ASV17482, ASV17516, ASV17556, ASV17605, ASV17618, ASV17675, ASV17803, ASV17839, ASV17850, ASV18017, ASV18082, ASV18431, ASV18459, ASV18846, ASV19557, ASV19903, ASV20149, ASV20485
OTU920	ASV3602
OTU921	ASV3634
OTU922	ASV3597, ASV19777
OTU923	ASV3625
OTU924	ASV3689
OTU925	ASV3709, ASV4016, ASV8269, ASV14904, ASV16908, ASV17977, ASV19323
OTU926	ASV3710
OTU927	ASV3707, ASV4471
OTU928	ASV3684
OTU929	ASV3738
OTU930	ASV3754, ASV18068
OTU931	ASV3770
OTU932	ASV3781, ASV12493
OTU933	ASV3786, ASV7292, ASV12839, ASV13370, ASV17433, ASV20292
OTU934	ASV3768
OTU935	ASV3794
OTU936	ASV3780, ASV17756
OTU937	ASV3835
OTU938	ASV3792, ASV8555
OTU939	ASV3821
OTU940	ASV3863, ASV5816, ASV6608, ASV7297, ASV7654, ASV10205, ASV10806, ASV15313, ASV18611, ASV19761, ASV20638
OTU941	ASV3819, ASV15928
OTU942	ASV3958, ASV4477, ASV15593
OTU943	ASV3972
OTU944	ASV3998
OTU945	ASV3986, ASV10948, ASV13220, ASV14472, ASV15921, ASV19850, ASV20111, ASV20480, ASV20743
OTU946	ASV4048, ASV21388
OTU947	ASV3997
OTU948	ASV4069, ASV6754, ASV13853, ASV21219
OTU949	ASV4082
OTU950	ASV4061
OTU951	ASV4046, ASV16626
OTU952	ASV4117
OTU953	ASV4133
OTU954	ASV4140, ASV19102
OTU955	ASV4144, ASV6164
OTU956	ASV4097, ASV12680, ASV14074
OTU957	ASV4161, ASV9345, ASV15283, ASV19725, ASV19890, ASV20693
OTU958	ASV4182, ASV19168, ASV20387
OTU959	ASV4188, ASV10966, ASV11305
OTU960	ASV4187, ASV18545
OTU961	ASV4172
OTU962	ASV4211
OTU963	ASV4205
OTU964	ASV4216
OTU965	ASV4242
OTU966	ASV4241, ASV4238, ASV5167, ASV13105, ASV14950, ASV17636
OTU967	ASV4214
OTU968	ASV4249, ASV21400
OTU969	ASV4271, ASV18350
OTU970	ASV4270, ASV20401
OTU971	ASV4243
OTU972	ASV4297
OTU973	ASV4285
OTU974	ASV4321, ASV13269, ASV19500
OTU975	ASV4335, ASV11501, ASV13139, ASV13713, ASV15062, ASV15281, ASV16639, ASV20644
OTU976	ASV4338
OTU977	ASV4362, ASV6577
OTU978	ASV4326, ASV17429
OTU979	ASV4377, ASV6801
OTU980	ASV4372
OTU981	ASV4405, ASV18331, ASV19288, ASV19426
OTU982	ASV4402
OTU983	ASV4418, ASV10279
OTU984	ASV4394, ASV6632, ASV12522, ASV20112
OTU985	ASV4430, ASV16723, ASV16798, ASV17526, ASV19839
OTU986	ASV4481, ASV13815, ASV15510, ASV18151, ASV20409
OTU987	ASV4460
OTU988	ASV4505
OTU989	ASV4564, ASV7580, ASV18342
OTU990	ASV4565, ASV20179, ASV21181
OTU991	ASV4550
OTU992	ASV4602, ASV9170
OTU993	ASV4575, ASV13484, ASV17333, ASV19293
OTU994	ASV4605, ASV11907
OTU995	ASV4675, ASV20591
OTU996	ASV4682
OTU997	ASV4677
OTU998	ASV4626
OTU999	ASV4722, ASV19442
OTU1000	ASV4713, ASV17028
OTU1001	ASV4716
OTU1002	ASV4752
OTU1003	ASV4774
OTU1004	ASV4777
OTU1005	ASV4786
OTU1006	ASV4771, ASV6637, ASV12350, ASV17004, ASV17195, ASV19926, ASV20363
OTU1007	ASV4816
OTU1008	ASV4828, ASV17398
OTU1009	ASV4827, ASV18783, ASV19743, ASV20291, ASV20873
OTU1010	ASV4801, ASV10552, ASV14628, ASV15412, ASV15414, ASV18019
OTU1011	ASV4814
OTU1012	ASV4802
OTU1013	ASV4872
OTU1014	ASV4892, ASV21404
OTU1015	ASV4905
OTU1016	ASV4951
OTU1017	ASV4935, ASV21024
OTU1018	ASV4941, ASV11962, ASV15430, ASV19153
OTU1019	ASV4973
OTU1020	ASV4975
OTU1021	ASV4986, ASV7938, ASV14906, ASV16411
OTU1022	ASV4960, ASV12268
OTU1023	ASV4995
OTU1024	ASV5023, ASV14085, ASV19227
OTU1025	ASV5021, ASV7466, ASV8907, ASV19066, ASV19611
OTU1026	ASV5013
OTU1027	ASV5015
OTU1028	ASV5006, ASV5216, ASV14426
OTU1029	ASV5034
OTU1030	ASV5038, ASV8410, ASV14321
OTU1031	ASV5077, ASV17671
OTU1032	ASV5072, ASV14464
OTU1033	ASV5087
OTU1034	ASV5079
OTU1035	ASV5113
OTU1036	ASV5159, ASV20728
OTU1037	ASV5150, ASV20404
OTU1038	ASV5189, ASV18703
OTU1039	ASV5166
OTU1040	ASV5223, ASV5762, ASV11530, ASV16636, ASV19437, ASV19613
OTU1041	ASV5212, ASV11403, ASV19408, ASV20249
OTU1042	ASV5169, ASV9862, ASV15402, ASV16214, ASV17213
OTU1043	ASV5211, ASV8095, ASV15864, ASV16669, ASV18513
OTU1044	ASV5240, ASV14755
OTU1045	ASV5236, ASV12860, ASV13295, ASV14156
OTU1046	ASV5254
OTU1047	ASV5210, ASV9427
OTU1048	ASV5279
OTU1049	ASV5281, ASV16676, ASV20689
OTU1050	ASV5291
OTU1051	ASV5237, ASV18805
OTU1052	ASV5282, ASV12117, ASV16878, ASV18684, ASV20449
OTU1053	ASV5307, ASV11796
OTU1054	ASV5296
OTU1055	ASV5359, ASV15540
OTU1056	ASV5401, ASV12319, ASV17451, ASV18625, ASV19217
OTU1057	ASV5379, ASV18621
OTU1058	ASV5428, ASV20357
OTU1059	ASV5469, ASV13230, ASV19275
OTU1060	ASV5533, ASV19065
OTU1061	ASV5539, ASV13238
OTU1062	ASV5579, ASV20290
OTU1063	ASV5588, ASV8404
OTU1064	ASV5591, ASV8047, ASV13670, ASV17072, ASV18164, ASV21186
OTU1065	ASV5598, ASV12215, ASV12787
OTU1066	ASV5606
OTU1067	ASV5569, ASV13932
OTU1068	ASV5638, ASV21227, ASV21420
OTU1069	ASV5612
OTU1070	ASV5650
OTU1071	ASV5743, ASV8912, ASV16742, ASV18789
OTU1072	ASV5700, ASV9004, ASV14919, ASV16956
OTU1073	ASV5742, ASV6002
OTU1074	ASV2614, ASV5719
OTU1075	ASV5798, ASV14586, ASV18356
OTU1076	ASV5757
OTU1077	ASV5842, ASV15081
OTU1078	ASV5893, ASV21022
OTU1079	ASV5891
OTU1080	ASV5913, ASV15063, ASV16264
OTU1081	ASV2462, ASV5711, ASV5828, ASV16222
OTU1082	ASV5906
