#OTUID	taxonomy
ASV19560	k__;p__;c__;o__;f__;g__;s__
ASV19561	k__;p__;c__;o__;f__;g__;s__
ASV19562	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
ASV19563	k__;p__;c__;o__;f__;g__;s__
ASV19564	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Parathyridaria;s__Parathyridaria flabelliae
ASV19565	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19566	k__;p__;c__;o__;f__;g__;s__
ASV19568	k__;p__;c__;o__;f__;g__;s__
ASV19570	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19571	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium
ASV19572	k__;p__;c__;o__;f__;g__;s__
ASV19573	k__Fungi;p__Ascomycota
ASV19574	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales
ASV19576	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera jadinii
ASV19577	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19578	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19579	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19580	k__Fungi;p__Mucoromycota
ASV19581	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Podosphaera
ASV19582	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales
ASV19583	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19584	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia
ASV19585	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Lectera
ASV19586	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Tubulicium
ASV19587	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19588	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales
ASV19589	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Endoconidioma;s__Endoconidioma populi
ASV19591	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium;s__Toxicocladosporium chlamydosporum
ASV19592	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19593	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19594	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__Naganishia friedmannii
ASV19595	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora
ASV19596	k__Fungi;p__Ascomycota;c__Eurotiomycetes
ASV19597	k__;p__;c__;o__;f__;g__;s__
ASV19599	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales
ASV19600	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19602	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Petrophila
ASV19603	k__;p__;c__;o__;f__;g__;s__
ASV19607	k__Rhizaria;p__Cercozoa
ASV19608	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19609	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__;g__Trichothecium
ASV19610	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19611	k__Fungi;p__Ascomycota
ASV19612	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella;s__Westerdykella nigra
ASV19613	k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Geotrichum
ASV19614	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae
ASV19615	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Veronaea
ASV19617	k__;p__;c__;o__;f__;g__;s__
ASV19618	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Ceratocystidaceae;g__Ceratocystis;s__Ceratocystis minor
ASV19619	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19620	k__Fungi;p__Ascomycota;c__Dothideomycetes
ASV19621	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Ramalinaceae;g__Bacidina;s__Bacidina ramea
ASV19622	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19623	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria
ASV19624	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae
ASV19627	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Cryptococcus
ASV19628	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19629	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19630	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia;s__Orbilia subaristata
ASV19631	k__;p__;c__;o__;f__;g__;s__
ASV19633	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19634	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza
ASV19635	k__;p__;c__;o__;f__;g__;s__
ASV19636	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19637	k__;p__;c__;o__;f__;g__;s__
ASV19638	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Gnomoniaceae;g__Ambarignomonia;s__Ambarignomonia petiolorum
ASV19639	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19640	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Ramalinaceae;g__Ramalina
ASV19641	k__;p__;c__;o__;f__;g__;s__
ASV19642	k__;p__;c__;o__;f__;g__;s__
ASV19643	k__;p__;c__;o__;f__;g__;s__
ASV19644	k__;p__;c__;o__;f__;g__;s__
ASV19645	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19647	k__;p__;c__;o__;f__;g__;s__
ASV19648	k__;p__;c__;o__;f__;g__;s__
ASV19650	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV19651	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Megasporaceae
ASV19653	k__;p__;c__;o__;f__;g__;s__
ASV19654	k__;p__;c__;o__;f__;g__;s__
ASV19655	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia eucalypti
ASV19656	k__;p__;c__;o__;f__;g__;s__
ASV19657	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19658	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV19659	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19660	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea;s__Lecidea cancriformis
ASV19661	k__;p__;c__;o__;f__;g__;s__
ASV19663	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19664	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19665	k__;p__;c__;o__;f__;g__;s__
ASV19666	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19668	k__;p__;c__;o__;f__;g__;s__
ASV19669	k__;p__;c__;o__;f__;g__;s__
ASV19670	k__;p__;c__;o__;f__;g__;s__
ASV19671	k__Choanoflagellozoa;p__Choanoflagellata;c__;o__Choanoflagellida
ASV19674	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales
ASV19675	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Sakaguchiales;f__Sakaguchiaceae;g__Sakaguchia
ASV19676	k__;p__;c__;o__;f__;g__;s__
ASV19677	k__;p__;c__;o__;f__;g__;s__
ASV19679	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__;f__Eriomycetaceae;g__Funbolia;s__Funbolia dimorpha
ASV19680	k__;p__;c__;o__;f__;g__;s__
ASV19681	k__;p__;c__;o__;f__;g__;s__
ASV19682	k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces
ASV19683	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV19684	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19685	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae
ASV19686	k__;p__;c__;o__;f__;g__;s__
ASV19688	k__;p__;c__;o__;f__;g__;s__
ASV19689	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales
ASV19690	k__;p__;c__;o__;f__;g__;s__
ASV19691	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Neofusicoccum
ASV19692	k__;p__;c__;o__;f__;g__;s__
ASV19693	k__;p__;c__;o__;f__;g__;s__
ASV19694	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV19695	k__;p__;c__;o__;f__;g__;s__
ASV19697	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Dissoconiaceae;g__Uwebraunia;s__Uwebraunia communis
ASV19698	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia
ASV19699	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula
ASV19700	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Scoliciosporaceae;g__Scoliciosporum;s__Scoliciosporum umbrinum
ASV19701	k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces
ASV19702	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Neodevriesiaceae;g__Neodevriesia;s__Neodevriesia knoxdaviesii
ASV19703	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium
ASV19704	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19705	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19706	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19707	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Neophaeomoniella;s__Neophaeomoniella constricta
ASV19708	k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbilia
ASV19709	k__;p__;c__;o__;f__;g__;s__
ASV19710	k__;p__;c__;o__;f__;g__;s__
ASV19711	k__;p__;c__;o__;f__;g__;s__
ASV19712	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sparticola;s__Sparticola forlicesenae
ASV19713	k__;p__;c__;o__;f__;g__;s__
ASV19714	k__;p__;c__;o__;f__;g__;s__
ASV19715	k__Fungi;p__Blastocladiomycota
ASV19716	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia
ASV19717	k__Rhizaria;p__Cercozoa
ASV19718	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__;g__Trichobolus
ASV19719	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Mycocentrospora
ASV19720	k__;p__;c__;o__;f__;g__;s__
ASV19721	k__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Protomycetaceae;g__Protomyces;s__Protomyces inouyei
ASV19722	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales
ASV19723	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV19724	k__;p__;c__;o__;f__;g__;s__
ASV19725	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Cytospora;s__Cytospora austromontana
ASV19726	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora
ASV19727	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19728	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae
ASV19729	k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Lichinaceae;g__Peccania;s__Peccania terricola
ASV19730	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora
ASV19731	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
ASV19732	k__Fungi;p__Ascomycota;c__Sordariomycetes
ASV19733	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae
ASV19734	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Hydropisphaera;s__Hydropisphaera erubescens
ASV19735	k__Fungi;p__Ascomycota
ASV19736	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19737	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__;g__Arthrocatena
ASV19738	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia
ASV19739	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Cryptococcus;s__Cryptococcus neoformans
ASV19740	k__;p__;c__;o__;f__;g__;s__
ASV19741	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19743	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19744	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19745	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19746	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Kernia;s__Kernia hippocrepida
ASV19747	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium miczynskii
ASV19748	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Coniosporium;s__Coniosporium apollinis
ASV19749	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Placidium;s__Placidium deosaiense
ASV19750	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19751	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium cladosporioides
ASV19752	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Acarosporales;f__Acarosporaceae;g__Acarospora
ASV19753	k__;p__;c__;o__;f__;g__;s__
ASV19754	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19755	k__;p__;c__;o__;f__;g__;s__
ASV19756	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta
ASV19757	k__Fungi;p__Ascomycota;c__Lichinomycetes;o__Lichinales;f__Lichinaceae;g__Peccania;s__Peccania terricola
ASV19758	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma halophilum
ASV19759	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__Phoma herbarum
ASV19760	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria
ASV19761	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19762	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria chartarum
ASV19763	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19764	k__;p__;c__;o__;f__;g__;s__
ASV19766	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium
ASV19767	k__;p__;c__;o__;f__;g__;s__
ASV19768	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae
ASV19769	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19770	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19771	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Gloeophyllales;f__Gloeophyllaceae;g__Neolentinus;s__Neolentinus lepideus
ASV19772	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Deniquelata
ASV19773	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia fleischhakii
ASV19774	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Meristemomyces;s__Meristemomyces arctostaphyli
ASV19775	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella;s__Westerdykella centenaria
ASV19776	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__;g__Hispidoconidioma
ASV19777	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19779	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19780	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19781	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19783	k__Fungi;p__Ascomycota;c__Eurotiomycetes
ASV19784	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19785	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV19786	k__Viridiplantae;p__Anthophyta;c__Eudicotyledonae;o__Proteales;f__Platanaceae;g__Platanus;s__Platanus racemosa
ASV19787	k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;f__Phaeococcomycetaceae;g__Phaeococcomyces
ASV19788	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia
ASV19789	k__;p__;c__;o__;f__;g__;s__
ASV19790	k__;p__;c__;o__;f__;g__;s__
ASV19791	k__Fungi;p__Ascomycota
ASV19792	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV19793	k__;p__;c__;o__;f__;g__;s__
ASV19794	k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;f__Basidiobolaceae;g__Basidiobolus;s__Basidiobolus ranarum
ASV19795	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__;g__Oliveonia
ASV19796	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19797	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19798	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma
ASV19799	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Comoclathris;s__Comoclathris rosigena
ASV19800	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus sclerotiorum
ASV19801	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19802	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19803	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Thermoascaceae;g__Byssochlamys
ASV19804	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae
ASV19805	k__Fungi;p__Ascomycota
ASV19806	k__;p__;c__;o__;f__;g__;s__
ASV19807	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19809	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Caliciaceae;g__Buellia
ASV19810	k__;p__;c__;o__;f__;g__;s__
ASV19811	k__;p__;c__;o__;f__;g__;s__
ASV19812	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19814	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
ASV19815	k__Fungi;p__Ascomycota
ASV19816	k__;p__;c__;o__;f__;g__;s__
ASV19817	k__;p__;c__;o__;f__;g__;s__
ASV19818	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Pyriculariaceae;g__Pyricularia;s__Pyricularia caricis
ASV19819	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta
ASV19820	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
ASV19822	k__;p__;c__;o__;f__;g__;s__
ASV19824	k__Rhizaria;p__Cercozoa
ASV19825	k__;p__;c__;o__;f__;g__;s__
ASV19826	k__;p__;c__;o__;f__;g__;s__
ASV19828	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__;g__Arthrocatena
ASV19829	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__;g__Neophaeococcomyces;s__Neophaeococcomyces aloes
ASV19830	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Mycocentrospora
ASV19831	k__Viridiplantae;p__Streptophycophyta
ASV19832	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Neomyrothecium;s__Neomyrothecium humicola
ASV19833	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19834	k__;p__;c__;o__;f__;g__;s__
ASV19835	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales
ASV19836	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19838	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora
ASV19839	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19840	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19841	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella;s__Keissleriella quadriseptata
ASV19842	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales
ASV19843	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita exitialis
ASV19844	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae
ASV19845	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Erysiphe;s__Erysiphe convolvuli
ASV19846	k__Fungi;p__;c__;o__;f__;g__;s__
ASV19848	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta
ASV19850	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae
ASV19852	k__Fungi;p__Ascomycota
ASV19853	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucaria;s__Verrucaria ceuthocarpa
ASV19855	k__;p__;c__;o__;f__;g__;s__
ASV19856	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV19858	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;f__Pleurotheciaceae
ASV19859	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales
ASV19860	k__Fungi;p__Ascomycota
ASV19862	k__Fungi;p__Ascomycota
ASV19863	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales
ASV19864	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Moringomyces;s__Moringomyces phantasmae
ASV19865	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19868	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Elasticomyces;s__Elasticomyces elasticus
ASV19870	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium
ASV19871	k__Fungi;p__Ascomycota;c__Sordariomycetes
ASV19872	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Neophaeomoniella;s__Neophaeomoniella niveniae
ASV19873	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria
ASV19874	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae
ASV19875	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae
ASV19877	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales
ASV19879	k__Fungi;p__Ascomycota
